	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 6.54      		Fthrust : 500.0     		Fdrag : 120.17091 		m : 14.85676  		v : 129.40102 		Mach : 0.38267   		a : 15.77199  		altitude : 558.30767 		twr : 3.43028   	
	t : 6.55      		Fthrust : 500.0     		Fdrag : 120.44835 		m : 14.85516  		v : 129.55858 		Mach : 0.38315   		a : 15.75608  		altitude : 559.60246 		twr : 3.43065   	
	t : 6.56      		Fthrust : 500.0     		Fdrag : 120.72575 		m : 14.85355  		v : 129.71598 		Mach : 0.38362   		a : 15.74016  		altitude : 560.89884 		twr : 3.43102   	
	t : 6.57      		Fthrust : 500.0     		Fdrag : 121.00311 		m : 14.85195  		v : 129.87322 		Mach : 0.38409   		a : 15.72424  		altitude : 562.19678 		twr : 3.43139   	
	t : 6.58      		Fthrust : 500.0     		Fdrag : 121.28044 		m : 14.85035  		v : 130.0303  		Mach : 0.38456   		a : 15.70832  		altitude : 563.4963  		twr : 3.43176   	
	t : 6.59      		Fthrust : 500.0     		Fdrag : 121.55774 		m : 14.84875  		v : 130.18723 		Mach : 0.38503   		a : 15.6924   		altitude : 564.79739 		twr : 3.43213   	
	t : 6.6       		Fthrust : 500.0     		Fdrag : 121.835   		m : 14.84714  		v : 130.34399 		Mach : 0.3855    		a : 15.67648  		altitude : 566.10004 		twr : 3.43251   	
	t : 6.61      		Fthrust : 500.0     		Fdrag : 122.11221 		m : 14.84554  		v : 130.5006  		Mach : 0.38597   		a : 15.66056  		altitude : 567.40427 		twr : 3.43288   	
	t : 6.62      		Fthrust : 500.0     		Fdrag : 122.38939 		m : 14.84394  		v : 130.65704 		Mach : 0.38644   		a : 15.64463  		altitude : 568.71005 		twr : 3.43325   	
	t : 6.63      		Fthrust : 500.0     		Fdrag : 122.66653 		m : 14.84234  		v : 130.81333 		Mach : 0.3869    		a : 15.62871  		altitude : 570.01741 		twr : 3.43362   	
	t : 6.64      		Fthrust : 500.0     		Fdrag : 122.94362 		m : 14.84073  		v : 130.96946 		Mach : 0.38737   		a : 15.61278  		altitude : 571.32632 		twr : 3.43399   	
	t : 6.65      		Fthrust : 500.0     		Fdrag : 123.22067 		m : 14.83913  		v : 131.12543 		Mach : 0.38784   		a : 15.59686  		altitude : 572.63679 		twr : 3.43436   	
	t : 6.66      		Fthrust : 500.0     		Fdrag : 123.49768 		m : 14.83753  		v : 131.28124 		Mach : 0.3883    		a : 15.58093  		altitude : 573.94883 		twr : 3.43473   	
	t : 6.67      		Fthrust : 500.0     		Fdrag : 123.77464 		m : 14.83592  		v : 131.43689 		Mach : 0.38877   		a : 15.565    		altitude : 575.26242 		twr : 3.4351    	
	t : 6.68      		Fthrust : 500.0     		Fdrag : 124.05155 		m : 14.83432  		v : 131.59238 		Mach : 0.38924   		a : 15.54908  		altitude : 576.57756 		twr : 3.43547   	
	t : 6.69      		Fthrust : 500.0     		Fdrag : 124.32842 		m : 14.83272  		v : 131.74771 		Mach : 0.3897    		a : 15.53315  		altitude : 577.89427 		twr : 3.43584   	
	t : 6.7       		Fthrust : 500.0     		Fdrag : 124.60523 		m : 14.83112  		v : 131.90288 		Mach : 0.39017   		a : 15.51722  		altitude : 579.21252 		twr : 3.43621   	
	t : 6.71      		Fthrust : 500.0     		Fdrag : 124.88199 		m : 14.82951  		v : 132.05789 		Mach : 0.39063   		a : 15.5013   		altitude : 580.53232 		twr : 3.43659   	
	t : 6.72      		Fthrust : 500.0     		Fdrag : 125.1587  		m : 14.82791  		v : 132.21275 		Mach : 0.39109   		a : 15.48537  		altitude : 581.85368 		twr : 3.43696   	
	t : 6.73      		Fthrust : 500.0     		Fdrag : 125.43536 		m : 14.82631  		v : 132.36744 		Mach : 0.39156   		a : 15.46944  		altitude : 583.17658 		twr : 3.43733   	
	t : 6.74      		Fthrust : 500.0     		Fdrag : 125.71197 		m : 14.8247   		v : 132.52198 		Mach : 0.39202   		a : 15.45351  		altitude : 584.50102 		twr : 3.4377    	
	t : 6.75      		Fthrust : 500.0     		Fdrag : 125.98851 		m : 14.8231   		v : 132.67635 		Mach : 0.39248   		a : 15.43759  		altitude : 585.82702 		twr : 3.43807   	
	t : 6.76      		Fthrust : 500.0     		Fdrag : 126.26501 		m : 14.8215   		v : 132.83057 		Mach : 0.39295   		a : 15.42166  		altitude : 587.15455 		twr : 3.43844   	
	t : 6.77      		Fthrust : 500.0     		Fdrag : 126.54144 		m : 14.8199   		v : 132.98463 		Mach : 0.39341   		a : 15.40573  		altitude : 588.48363 		twr : 3.43882   	
	t : 6.78      		Fthrust : 500.0     		Fdrag : 126.81781 		m : 14.81829  		v : 133.13853 		Mach : 0.39387   		a : 15.38981  		altitude : 589.81424 		twr : 3.43919   	
	t : 6.79      		Fthrust : 500.0     		Fdrag : 127.09413 		m : 14.81669  		v : 133.29226 		Mach : 0.39433   		a : 15.37388  		altitude : 591.1464  		twr : 3.43956   	
	t : 6.8       		Fthrust : 500.0     		Fdrag : 127.37038 		m : 14.81509  		v : 133.44584 		Mach : 0.39479   		a : 15.35796  		altitude : 592.48009 		twr : 3.43993   	
	t : 6.81      		Fthrust : 500.0     		Fdrag : 127.64657 		m : 14.81349  		v : 133.59926 		Mach : 0.39525   		a : 15.34204  		altitude : 593.81531 		twr : 3.4403    	
	t : 6.82      		Fthrust : 500.0     		Fdrag : 127.9227  		m : 14.81188  		v : 133.75253 		Mach : 0.39571   		a : 15.32611  		altitude : 595.15207 		twr : 3.44068   	
	t : 6.83      		Fthrust : 500.0     		Fdrag : 128.19876 		m : 14.81028  		v : 133.90563 		Mach : 0.39617   		a : 15.31019  		altitude : 596.49036 		twr : 3.44105   	
	t : 6.84      		Fthrust : 500.0     		Fdrag : 128.47476 		m : 14.80868  		v : 134.05857 		Mach : 0.39663   		a : 15.29427  		altitude : 597.83018 		twr : 3.44142   	
	t : 6.85      		Fthrust : 500.0     		Fdrag : 128.75069 		m : 14.80707  		v : 134.21135 		Mach : 0.39709   		a : 15.27835  		altitude : 599.17153 		twr : 3.44179   	
	t : 6.86      		Fthrust : 500.0     		Fdrag : 129.02655 		m : 14.80547  		v : 134.36398 		Mach : 0.39754   		a : 15.26243  		altitude : 600.51441 		twr : 3.44217   	
	t : 6.87      		Fthrust : 500.0     		Fdrag : 129.30234 		m : 14.80387  		v : 134.51644 		Mach : 0.398     		a : 15.24651  		altitude : 601.85881 		twr : 3.44254   	
	t : 6.88      		Fthrust : 500.0     		Fdrag : 129.57806 		m : 14.80227  		v : 134.66875 		Mach : 0.39846   		a : 15.23059  		altitude : 603.20474 		twr : 3.44291   	
	t : 6.89      		Fthrust : 500.0     		Fdrag : 129.85371 		m : 14.80066  		v : 134.8209  		Mach : 0.39891   		a : 15.21468  		altitude : 604.55218 		twr : 3.44328   	
	t : 6.9       		Fthrust : 500.0     		Fdrag : 130.12929 		m : 14.79906  		v : 134.97288 		Mach : 0.39937   		a : 15.19876  		altitude : 605.90115 		twr : 3.44366   	
	t : 6.91      		Fthrust : 500.0     		Fdrag : 130.40479 		m : 14.79746  		v : 135.12471 		Mach : 0.39982   		a : 15.18285  		altitude : 607.25164 		twr : 3.44403   	
	t : 6.92      		Fthrust : 500.0     		Fdrag : 130.68022 		m : 14.79585  		v : 135.27638 		Mach : 0.40028   		a : 15.16694  		altitude : 608.60365 		twr : 3.4444    	
	t : 6.93      		Fthrust : 500.0     		Fdrag : 130.95557 		m : 14.79425  		v : 135.42789 		Mach : 0.40073   		a : 15.15103  		altitude : 609.95717 		twr : 3.44478   	
	t : 6.94      		Fthrust : 500.0     		Fdrag : 131.23084 		m : 14.79265  		v : 135.57924 		Mach : 0.40119   		a : 15.13512  		altitude : 611.3122  		twr : 3.44515   	
	t : 6.95      		Fthrust : 500.0     		Fdrag : 131.50604 		m : 14.79105  		v : 135.73043 		Mach : 0.40164   		a : 15.11922  		altitude : 612.66875 		twr : 3.44552   	
	t : 6.96      		Fthrust : 500.0     		Fdrag : 131.78115 		m : 14.78944  		v : 135.88147 		Mach : 0.40209   		a : 15.10331  		altitude : 614.02681 		twr : 3.4459    	
	t : 6.97      		Fthrust : 500.0     		Fdrag : 132.05619 		m : 14.78784  		v : 136.03234 		Mach : 0.40255   		a : 15.08741  		altitude : 615.38638 		twr : 3.44627   	
	t : 6.98      		Fthrust : 500.0     		Fdrag : 132.33115 		m : 14.78624  		v : 136.18306 		Mach : 0.403     		a : 15.07151  		altitude : 616.74746 		twr : 3.44664   	
	t : 6.99      		Fthrust : 500.0     		Fdrag : 132.60602 		m : 14.78464  		v : 136.33361 		Mach : 0.40345   		a : 15.05561  		altitude : 618.11004 		twr : 3.44702   	
	t : 7.0       		Fthrust : 500.0     		Fdrag : 132.88081 		m : 14.78303  		v : 136.48401 		Mach : 0.4039    		a : 15.03972  		altitude : 619.47413 		twr : 3.44739   	
	t : 7.01      		Fthrust : 500.0     		Fdrag : 133.15551 		m : 14.78143  		v : 136.63425 		Mach : 0.40435   		a : 15.02382  		altitude : 620.83972 		twr : 3.44776   	
	t : 7.02      		Fthrust : 500.0     		Fdrag : 133.43013 		m : 14.77983  		v : 136.78433 		Mach : 0.4048    		a : 15.00793  		altitude : 622.20681 		twr : 3.44814   	
	t : 7.03      		Fthrust : 500.0     		Fdrag : 133.70466 		m : 14.77822  		v : 136.93425 		Mach : 0.40525   		a : 14.99204  		altitude : 623.57541 		twr : 3.44851   	
	t : 7.04      		Fthrust : 500.0     		Fdrag : 133.9791  		m : 14.77662  		v : 137.08401 		Mach : 0.4057    		a : 14.97615  		altitude : 624.9455  		twr : 3.44889   	
	t : 7.05      		Fthrust : 500.0     		Fdrag : 134.25345 		m : 14.77502  		v : 137.23361 		Mach : 0.40615   		a : 14.96027  		altitude : 626.31709 		twr : 3.44926   	
	t : 7.06      		Fthrust : 500.0     		Fdrag : 134.52772 		m : 14.77342  		v : 137.38306 		Mach : 0.4066    		a : 14.94439  		altitude : 627.69017 		twr : 3.44963   	
	t : 7.07      		Fthrust : 500.0     		Fdrag : 134.80189 		m : 14.77181  		v : 137.53234 		Mach : 0.40705   		a : 14.92851  		altitude : 629.06475 		twr : 3.45001   	
	t : 7.08      		Fthrust : 500.0     		Fdrag : 135.07597 		m : 14.77021  		v : 137.68147 		Mach : 0.4075    		a : 14.91263  		altitude : 630.44082 		twr : 3.45038   	
	t : 7.09      		Fthrust : 500.0     		Fdrag : 135.34995 		m : 14.76861  		v : 137.83044 		Mach : 0.40794   		a : 14.89676  		altitude : 631.81837 		twr : 3.45076   	
	t : 7.1       		Fthrust : 500.0     		Fdrag : 135.62385 		m : 14.767    		v : 137.97924 		Mach : 0.40839   		a : 14.88089  		altitude : 633.19742 		twr : 3.45113   	
	t : 7.11      		Fthrust : 500.0     		Fdrag : 135.89764 		m : 14.7654   		v : 138.12789 		Mach : 0.40884   		a : 14.86502  		altitude : 634.57796 		twr : 3.45151   	
	t : 7.12      		Fthrust : 500.0     		Fdrag : 136.17134 		m : 14.7638   		v : 138.27639 		Mach : 0.40928   		a : 14.84916  		altitude : 635.95998 		twr : 3.45188   	
	t : 7.13      		Fthrust : 500.0     		Fdrag : 136.44494 		m : 14.7622   		v : 138.42472 		Mach : 0.40973   		a : 14.8333   		altitude : 637.34349 		twr : 3.45226   	
	t : 7.14      		Fthrust : 500.0     		Fdrag : 136.71845 		m : 14.76059  		v : 138.57289 		Mach : 0.41017   		a : 14.81744  		altitude : 638.72847 		twr : 3.45263   	
	t : 7.15      		Fthrust : 500.0     		Fdrag : 136.99185 		m : 14.75899  		v : 138.72091 		Mach : 0.41062   		a : 14.80158  		altitude : 640.11494 		twr : 3.453     	
	t : 7.16      		Fthrust : 500.0     		Fdrag : 137.26515 		m : 14.75739  		v : 138.86877 		Mach : 0.41106   		a : 14.78573  		altitude : 641.50289 		twr : 3.45338   	
	t : 7.17      		Fthrust : 500.0     		Fdrag : 137.53835 		m : 14.75579  		v : 139.01647 		Mach : 0.41151   		a : 14.76988  		altitude : 642.89232 		twr : 3.45375   	
	t : 7.18      		Fthrust : 500.0     		Fdrag : 137.81145 		m : 14.75418  		v : 139.16401 		Mach : 0.41195   		a : 14.75404  		altitude : 644.28322 		twr : 3.45413   	
	t : 7.19      		Fthrust : 500.0     		Fdrag : 138.08445 		m : 14.75258  		v : 139.31139 		Mach : 0.41239   		a : 14.73819  		altitude : 645.6756  		twr : 3.45451   	
	t : 7.2       		Fthrust : 500.0     		Fdrag : 138.35734 		m : 14.75098  		v : 139.45861 		Mach : 0.41284   		a : 14.72236  		altitude : 647.06945 		twr : 3.45488   	
	t : 7.21      		Fthrust : 500.0     		Fdrag : 138.63012 		m : 14.74937  		v : 139.60568 		Mach : 0.41328   		a : 14.70652  		altitude : 648.46477 		twr : 3.45526   	
	t : 7.22      		Fthrust : 500.0     		Fdrag : 138.9028  		m : 14.74777  		v : 139.75258 		Mach : 0.41372   		a : 14.69069  		altitude : 649.86156 		twr : 3.45563   	
	t : 7.23      		Fthrust : 500.0     		Fdrag : 139.17537 		m : 14.74617  		v : 139.89933 		Mach : 0.41416   		a : 14.67487  		altitude : 651.25982 		twr : 3.45601   	
	t : 7.24      		Fthrust : 500.0     		Fdrag : 139.44783 		m : 14.74457  		v : 140.04592 		Mach : 0.4146    		a : 14.65904  		altitude : 652.65955 		twr : 3.45638   	
	t : 7.25      		Fthrust : 500.0     		Fdrag : 139.72018 		m : 14.74296  		v : 140.19235 		Mach : 0.41504   		a : 14.64322  		altitude : 654.06074 		twr : 3.45676   	
	t : 7.26      		Fthrust : 500.0     		Fdrag : 139.99242 		m : 14.74136  		v : 140.33863 		Mach : 0.41548   		a : 14.62741  		altitude : 655.46339 		twr : 3.45713   	
	t : 7.27      		Fthrust : 500.0     		Fdrag : 140.26455 		m : 14.73976  		v : 140.48474 		Mach : 0.41592   		a : 14.6116   		altitude : 656.86751 		twr : 3.45751   	
	t : 7.28      		Fthrust : 500.0     		Fdrag : 140.53657 		m : 14.73815  		v : 140.6307  		Mach : 0.41636   		a : 14.59579  		altitude : 658.27309 		twr : 3.45789   	
	t : 7.29      		Fthrust : 500.0     		Fdrag : 140.80847 		m : 14.73655  		v : 140.7765  		Mach : 0.4168    		a : 14.57999  		altitude : 659.68012 		twr : 3.45826   	
	t : 7.3       		Fthrust : 500.0     		Fdrag : 141.08025 		m : 14.73495  		v : 140.92214 		Mach : 0.41723   		a : 14.56419  		altitude : 661.08862 		twr : 3.45864   	
	t : 7.31      		Fthrust : 500.0     		Fdrag : 141.35193 		m : 14.73335  		v : 141.06763 		Mach : 0.41767   		a : 14.5484   		altitude : 662.49856 		twr : 3.45901   	
	t : 7.32      		Fthrust : 500.0     		Fdrag : 141.62348 		m : 14.73174  		v : 141.21295 		Mach : 0.41811   		a : 14.53261  		altitude : 663.90997 		twr : 3.45939   	
	t : 7.33      		Fthrust : 500.0     		Fdrag : 141.89492 		m : 14.73014  		v : 141.35812 		Mach : 0.41855   		a : 14.51682  		altitude : 665.32282 		twr : 3.45977   	
	t : 7.34      		Fthrust : 500.0     		Fdrag : 142.16624 		m : 14.72854  		v : 141.50313 		Mach : 0.41898   		a : 14.50104  		altitude : 666.73713 		twr : 3.46014   	
	t : 7.35      		Fthrust : 500.0     		Fdrag : 142.43743 		m : 14.72694  		v : 141.64799 		Mach : 0.41942   		a : 14.48527  		altitude : 668.15288 		twr : 3.46052   	
	t : 7.36      		Fthrust : 500.0     		Fdrag : 142.70851 		m : 14.72533  		v : 141.79268 		Mach : 0.41985   		a : 14.4695   		altitude : 669.57009 		twr : 3.4609    	
	t : 7.37      		Fthrust : 500.0     		Fdrag : 142.97947 		m : 14.72373  		v : 141.93722 		Mach : 0.42029   		a : 14.45373  		altitude : 670.98874 		twr : 3.46127   	
	t : 7.38      		Fthrust : 500.0     		Fdrag : 143.2503  		m : 14.72213  		v : 142.0816  		Mach : 0.42072   		a : 14.43797  		altitude : 672.40883 		twr : 3.46165   	
	t : 7.39      		Fthrust : 500.0     		Fdrag : 143.52101 		m : 14.72052  		v : 142.22582 		Mach : 0.42116   		a : 14.42221  		altitude : 673.83037 		twr : 3.46203   	
	t : 7.4       		Fthrust : 500.0     		Fdrag : 143.7916  		m : 14.71892  		v : 142.36988 		Mach : 0.42159   		a : 14.40646  		altitude : 675.25335 		twr : 3.4624    	
	t : 7.41      		Fthrust : 500.0     		Fdrag : 144.06206 		m : 14.71732  		v : 142.51379 		Mach : 0.42202   		a : 14.39071  		altitude : 676.67776 		twr : 3.46278   	
	t : 7.42      		Fthrust : 500.0     		Fdrag : 144.33239 		m : 14.71572  		v : 142.65754 		Mach : 0.42246   		a : 14.37497  		altitude : 678.10362 		twr : 3.46316   	
	t : 7.43      		Fthrust : 500.0     		Fdrag : 144.6026  		m : 14.71411  		v : 142.80113 		Mach : 0.42289   		a : 14.35924  		altitude : 679.53092 		twr : 3.46354   	
	t : 7.44      		Fthrust : 500.0     		Fdrag : 144.87268 		m : 14.71251  		v : 142.94457 		Mach : 0.42332   		a : 14.3435   		altitude : 680.95964 		twr : 3.46391   	
	t : 7.45      		Fthrust : 500.0     		Fdrag : 145.14263 		m : 14.71091  		v : 143.08785 		Mach : 0.42375   		a : 14.32778  		altitude : 682.38981 		twr : 3.46429   	
	t : 7.46      		Fthrust : 500.0     		Fdrag : 145.41245 		m : 14.7093   		v : 143.23097 		Mach : 0.42418   		a : 14.31206  		altitude : 683.8214  		twr : 3.46467   	
	t : 7.47      		Fthrust : 500.0     		Fdrag : 145.68214 		m : 14.7077   		v : 143.37393 		Mach : 0.42461   		a : 14.29634  		altitude : 685.25442 		twr : 3.46504   	
	t : 7.48      		Fthrust : 500.0     		Fdrag : 145.9517  		m : 14.7061   		v : 143.51674 		Mach : 0.42504   		a : 14.28063  		altitude : 686.68888 		twr : 3.46542   	
	t : 7.49      		Fthrust : 500.0     		Fdrag : 146.22112 		m : 14.7045   		v : 143.65939 		Mach : 0.42547   		a : 14.26493  		altitude : 688.12476 		twr : 3.4658    	
	t : 7.5       		Fthrust : 500.0     		Fdrag : 146.49041 		m : 14.70289  		v : 143.80188 		Mach : 0.4259    		a : 14.24923  		altitude : 689.56206 		twr : 3.46618   	
	t : 7.51      		Fthrust : 500.0     		Fdrag : 146.75957 		m : 14.70129  		v : 143.94421 		Mach : 0.42633   		a : 14.23354  		altitude : 691.00079 		twr : 3.46656   	
	t : 7.52      		Fthrust : 500.0     		Fdrag : 147.02859 		m : 14.69969  		v : 144.08639 		Mach : 0.42676   		a : 14.21785  		altitude : 692.44095 		twr : 3.46693   	
	t : 7.53      		Fthrust : 500.0     		Fdrag : 147.29747 		m : 14.69809  		v : 144.22841 		Mach : 0.42718   		a : 14.20217  		altitude : 693.88252 		twr : 3.46731   	
	t : 7.54      		Fthrust : 500.0     		Fdrag : 147.56622 		m : 14.69648  		v : 144.37028 		Mach : 0.42761   		a : 14.18649  		altitude : 695.32552 		twr : 3.46769   	
	t : 7.55      		Fthrust : 500.0     		Fdrag : 147.83483 		m : 14.69488  		v : 144.51199 		Mach : 0.42804   		a : 14.17083  		altitude : 696.76993 		twr : 3.46807   	
	t : 7.56      		Fthrust : 500.0     		Fdrag : 148.1033  		m : 14.69328  		v : 144.65354 		Mach : 0.42846   		a : 14.15516  		altitude : 698.21575 		twr : 3.46845   	
	t : 7.57      		Fthrust : 500.0     		Fdrag : 148.37163 		m : 14.69167  		v : 144.79493 		Mach : 0.42889   		a : 14.1395   		altitude : 699.663   		twr : 3.46882   	
	t : 7.58      		Fthrust : 500.0     		Fdrag : 148.63982 		m : 14.69007  		v : 144.93617 		Mach : 0.42932   		a : 14.12385  		altitude : 701.11165 		twr : 3.4692    	
	t : 7.59      		Fthrust : 500.0     		Fdrag : 148.90787 		m : 14.68847  		v : 145.07725 		Mach : 0.42974   		a : 14.10821  		altitude : 702.56172 		twr : 3.46958   	
	t : 7.6       		Fthrust : 500.0     		Fdrag : 149.17577 		m : 14.68687  		v : 145.21818 		Mach : 0.43017   		a : 14.09257  		altitude : 704.0132  		twr : 3.46996   	
	t : 7.61      		Fthrust : 500.0     		Fdrag : 149.44353 		m : 14.68526  		v : 145.35895 		Mach : 0.43059   		a : 14.07694  		altitude : 705.46608 		twr : 3.47034   	
	t : 7.62      		Fthrust : 500.0     		Fdrag : 149.71115 		m : 14.68366  		v : 145.49956 		Mach : 0.43101   		a : 14.06131  		altitude : 706.92037 		twr : 3.47072   	
	t : 7.63      		Fthrust : 500.0     		Fdrag : 149.97862 		m : 14.68206  		v : 145.64002 		Mach : 0.43144   		a : 14.04569  		altitude : 708.37607 		twr : 3.4711    	
	t : 7.64      		Fthrust : 500.0     		Fdrag : 150.24594 		m : 14.68045  		v : 145.78032 		Mach : 0.43186   		a : 14.03008  		altitude : 709.83317 		twr : 3.47148   	
	t : 7.65      		Fthrust : 500.0     		Fdrag : 150.51312 		m : 14.67885  		v : 145.92047 		Mach : 0.43228   		a : 14.01447  		altitude : 711.29168 		twr : 3.47185   	
	t : 7.66      		Fthrust : 500.0     		Fdrag : 150.78015 		m : 14.67725  		v : 146.06045 		Mach : 0.4327    		a : 13.99887  		altitude : 712.75158 		twr : 3.47223   	
	t : 7.67      		Fthrust : 500.0     		Fdrag : 151.04704 		m : 14.67565  		v : 146.20029 		Mach : 0.43312   		a : 13.98328  		altitude : 714.21289 		twr : 3.47261   	
	t : 7.68      		Fthrust : 500.0     		Fdrag : 151.31377 		m : 14.67404  		v : 146.33996 		Mach : 0.43355   		a : 13.96769  		altitude : 715.67559 		twr : 3.47299   	
	t : 7.69      		Fthrust : 500.0     		Fdrag : 151.58035 		m : 14.67244  		v : 146.47948 		Mach : 0.43397   		a : 13.95211  		altitude : 717.13969 		twr : 3.47337   	
	t : 7.7       		Fthrust : 500.0     		Fdrag : 151.84678 		m : 14.67084  		v : 146.61885 		Mach : 0.43439   		a : 13.93654  		altitude : 718.60518 		twr : 3.47375   	
	t : 7.71      		Fthrust : 500.0     		Fdrag : 152.11306 		m : 14.66924  		v : 146.75806 		Mach : 0.43481   		a : 13.92097  		altitude : 720.07206 		twr : 3.47413   	
	t : 7.72      		Fthrust : 500.0     		Fdrag : 152.37919 		m : 14.66763  		v : 146.89711 		Mach : 0.43523   		a : 13.90541  		altitude : 721.54034 		twr : 3.47451   	
	t : 7.73      		Fthrust : 500.0     		Fdrag : 152.64516 		m : 14.66603  		v : 147.03601 		Mach : 0.43564   		a : 13.88986  		altitude : 723.01    		twr : 3.47489   	
	t : 7.74      		Fthrust : 500.0     		Fdrag : 152.91098 		m : 14.66443  		v : 147.17476 		Mach : 0.43606   		a : 13.87431  		altitude : 724.48106 		twr : 3.47527   	
	t : 7.75      		Fthrust : 500.0     		Fdrag : 153.17664 		m : 14.66282  		v : 147.31334 		Mach : 0.43648   		a : 13.85878  		altitude : 725.9535  		twr : 3.47565   	
