	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 11.4      		Fthrust : 500.0     		Fdrag : 142.89235 		m : 14.07781  		v : 225.72305 		Mach : 0.67458   		a : 15.56544  		altitude : 1472.03384		twr : 3.62007   	
	t : 11.41     		Fthrust : 500.0     		Fdrag : 143.05595 		m : 14.07621  		v : 225.87861 		Mach : 0.67507   		a : 15.55671  		altitude : 1474.29185		twr : 3.62048   	
	t : 11.42     		Fthrust : 500.0     		Fdrag : 143.21947 		m : 14.0746   		v : 226.03409 		Mach : 0.67555   		a : 15.54797  		altitude : 1476.55141		twr : 3.62089   	
	t : 11.43     		Fthrust : 500.0     		Fdrag : 143.3829  		m : 14.073    		v : 226.18948 		Mach : 0.67603   		a : 15.53924  		altitude : 1478.81253		twr : 3.6213    	
	t : 11.44     		Fthrust : 500.0     		Fdrag : 143.54625 		m : 14.0714   		v : 226.34479 		Mach : 0.67651   		a : 15.53052  		altitude : 1481.0752 		twr : 3.62172   	
	t : 11.45     		Fthrust : 500.0     		Fdrag : 143.7095  		m : 14.0698   		v : 226.50001 		Mach : 0.677     		a : 15.52179  		altitude : 1483.33943		twr : 3.62213   	
	t : 11.46     		Fthrust : 500.0     		Fdrag : 143.87267 		m : 14.06819  		v : 226.65514 		Mach : 0.67748   		a : 15.51308  		altitude : 1485.6052 		twr : 3.62254   	
	t : 11.47     		Fthrust : 500.0     		Fdrag : 144.03576 		m : 14.06659  		v : 226.81018 		Mach : 0.67796   		a : 15.50436  		altitude : 1487.87253		twr : 3.62295   	
	t : 11.48     		Fthrust : 500.0     		Fdrag : 144.19875 		m : 14.06499  		v : 226.96514 		Mach : 0.67844   		a : 15.49565  		altitude : 1490.14141		twr : 3.62337   	
	t : 11.49     		Fthrust : 500.0     		Fdrag : 144.36166 		m : 14.06338  		v : 227.12001 		Mach : 0.67892   		a : 15.48695  		altitude : 1492.41183		twr : 3.62378   	
	t : 11.5      		Fthrust : 500.0     		Fdrag : 144.52448 		m : 14.06178  		v : 227.27479 		Mach : 0.6794    		a : 15.47825  		altitude : 1494.68381		twr : 3.62419   	
	t : 11.51     		Fthrust : 500.0     		Fdrag : 144.68721 		m : 14.06018  		v : 227.42949 		Mach : 0.67988   		a : 15.46955  		altitude : 1496.95733		twr : 3.6246    	
	t : 11.52     		Fthrust : 500.0     		Fdrag : 144.84985 		m : 14.05858  		v : 227.58409 		Mach : 0.68036   		a : 15.46086  		altitude : 1499.2324 		twr : 3.62502   	
	t : 11.53     		Fthrust : 500.0     		Fdrag : 145.0124  		m : 14.05697  		v : 227.73862 		Mach : 0.68084   		a : 15.45217  		altitude : 1501.50901		twr : 3.62543   	
	t : 11.54     		Fthrust : 500.0     		Fdrag : 145.17487 		m : 14.05537  		v : 227.89305 		Mach : 0.68132   		a : 15.44349  		altitude : 1503.78717		twr : 3.62584   	
	t : 11.55     		Fthrust : 500.0     		Fdrag : 145.33724 		m : 14.05377  		v : 228.0474  		Mach : 0.6818    		a : 15.43481  		altitude : 1506.06687		twr : 3.62626   	
	t : 11.56     		Fthrust : 500.0     		Fdrag : 145.49953 		m : 14.05216  		v : 228.20166 		Mach : 0.68228   		a : 15.42613  		altitude : 1508.34812		twr : 3.62667   	
	t : 11.57     		Fthrust : 500.0     		Fdrag : 145.66172 		m : 14.05056  		v : 228.35584 		Mach : 0.68276   		a : 15.41746  		altitude : 1510.6309 		twr : 3.62709   	
	t : 11.58     		Fthrust : 500.0     		Fdrag : 145.82383 		m : 14.04896  		v : 228.50992 		Mach : 0.68324   		a : 15.4088   		altitude : 1512.91523		twr : 3.6275    	
	t : 11.59     		Fthrust : 500.0     		Fdrag : 145.98584 		m : 14.04736  		v : 228.66392 		Mach : 0.68372   		a : 15.40014  		altitude : 1515.2011 		twr : 3.62791   	
	t : 11.6      		Fthrust : 500.0     		Fdrag : 146.14776 		m : 14.04575  		v : 228.81784 		Mach : 0.6842    		a : 15.39148  		altitude : 1517.48851		twr : 3.62833   	
	t : 11.61     		Fthrust : 500.0     		Fdrag : 146.3096  		m : 14.04415  		v : 228.97167 		Mach : 0.68467   		a : 15.38283  		altitude : 1519.77746		twr : 3.62874   	
	t : 11.62     		Fthrust : 500.0     		Fdrag : 146.47134 		m : 14.04255  		v : 229.12541 		Mach : 0.68515   		a : 15.37418  		altitude : 1522.06794		twr : 3.62915   	
	t : 11.63     		Fthrust : 500.0     		Fdrag : 146.63299 		m : 14.04095  		v : 229.27906 		Mach : 0.68563   		a : 15.36553  		altitude : 1524.35996		twr : 3.62957   	
	t : 11.64     		Fthrust : 500.0     		Fdrag : 146.79455 		m : 14.03934  		v : 229.43263 		Mach : 0.68611   		a : 15.3569   		altitude : 1526.65352		twr : 3.62998   	
	t : 11.65     		Fthrust : 500.0     		Fdrag : 146.95601 		m : 14.03774  		v : 229.58612 		Mach : 0.68658   		a : 15.34826  		altitude : 1528.94862		twr : 3.6304    	
	t : 11.66     		Fthrust : 500.0     		Fdrag : 147.11739 		m : 14.03614  		v : 229.73951 		Mach : 0.68706   		a : 15.33963  		altitude : 1531.24525		twr : 3.63081   	
	t : 11.67     		Fthrust : 500.0     		Fdrag : 147.27867 		m : 14.03453  		v : 229.89282 		Mach : 0.68754   		a : 15.33101  		altitude : 1533.54341		twr : 3.63123   	
	t : 11.68     		Fthrust : 500.0     		Fdrag : 147.43986 		m : 14.03293  		v : 230.04605 		Mach : 0.68801   		a : 15.32239  		altitude : 1535.8431 		twr : 3.63164   	
	t : 11.69     		Fthrust : 500.0     		Fdrag : 147.60096 		m : 14.03133  		v : 230.19918 		Mach : 0.68849   		a : 15.31377  		altitude : 1538.14433		twr : 3.63206   	
	t : 11.7      		Fthrust : 500.0     		Fdrag : 147.76196 		m : 14.02973  		v : 230.35224 		Mach : 0.68897   		a : 15.30516  		altitude : 1540.44708		twr : 3.63247   	
	t : 11.71     		Fthrust : 500.0     		Fdrag : 147.92288 		m : 14.02812  		v : 230.5052  		Mach : 0.68944   		a : 15.29655  		altitude : 1542.75137		twr : 3.63289   	
	t : 11.72     		Fthrust : 500.0     		Fdrag : 148.08369 		m : 14.02652  		v : 230.65808 		Mach : 0.68992   		a : 15.28795  		altitude : 1545.05719		twr : 3.6333    	
	t : 11.73     		Fthrust : 500.0     		Fdrag : 148.24442 		m : 14.02492  		v : 230.81087 		Mach : 0.6904    		a : 15.27935  		altitude : 1547.36453		twr : 3.63372   	
	t : 11.74     		Fthrust : 500.0     		Fdrag : 148.40505 		m : 14.02331  		v : 230.96358 		Mach : 0.69087   		a : 15.27076  		altitude : 1549.67341		twr : 3.63413   	
	t : 11.75     		Fthrust : 500.0     		Fdrag : 148.56558 		m : 14.02171  		v : 231.1162  		Mach : 0.69135   		a : 15.26217  		altitude : 1551.9838 		twr : 3.63455   	
	t : 11.76     		Fthrust : 500.0     		Fdrag : 148.72603 		m : 14.02011  		v : 231.26874 		Mach : 0.69182   		a : 15.25359  		altitude : 1554.29573		twr : 3.63496   	
	t : 11.77     		Fthrust : 500.0     		Fdrag : 148.88637 		m : 14.01851  		v : 231.42119 		Mach : 0.6923    		a : 15.24501  		altitude : 1556.60918		twr : 3.63538   	
	t : 11.78     		Fthrust : 500.0     		Fdrag : 149.04662 		m : 14.0169   		v : 231.57355 		Mach : 0.69277   		a : 15.23644  		altitude : 1558.92415		twr : 3.63579   	
	t : 11.79     		Fthrust : 500.0     		Fdrag : 149.20678 		m : 14.0153   		v : 231.72583 		Mach : 0.69324   		a : 15.22787  		altitude : 1561.24065		twr : 3.63621   	
	t : 11.8      		Fthrust : 500.0     		Fdrag : 149.36684 		m : 14.0137   		v : 231.87803 		Mach : 0.69372   		a : 15.2193   		altitude : 1563.55867		twr : 3.63663   	
	t : 11.81     		Fthrust : 500.0     		Fdrag : 149.52681 		m : 14.0121   		v : 232.03013 		Mach : 0.69419   		a : 15.21074  		altitude : 1565.87821		twr : 3.63704   	
	t : 11.82     		Fthrust : 500.0     		Fdrag : 149.68668 		m : 14.01049  		v : 232.18215 		Mach : 0.69467   		a : 15.20219  		altitude : 1568.19927		twr : 3.63746   	
	t : 11.83     		Fthrust : 500.0     		Fdrag : 149.84646 		m : 14.00889  		v : 232.33409 		Mach : 0.69514   		a : 15.19364  		altitude : 1570.52185		twr : 3.63787   	
	t : 11.84     		Fthrust : 500.0     		Fdrag : 150.00614 		m : 14.00729  		v : 232.48594 		Mach : 0.69561   		a : 15.1851   		altitude : 1572.84595		twr : 3.63829   	
	t : 11.85     		Fthrust : 500.0     		Fdrag : 150.16572 		m : 14.00568  		v : 232.63771 		Mach : 0.69609   		a : 15.17656  		altitude : 1575.17157		twr : 3.63871   	
	t : 11.86     		Fthrust : 500.0     		Fdrag : 150.32521 		m : 14.00408  		v : 232.78939 		Mach : 0.69656   		a : 15.16802  		altitude : 1577.49871		twr : 3.63912   	
	t : 11.87     		Fthrust : 500.0     		Fdrag : 150.48459 		m : 14.00248  		v : 232.94098 		Mach : 0.69703   		a : 15.15949  		altitude : 1579.82736		twr : 3.63954   	
	t : 11.88     		Fthrust : 500.0     		Fdrag : 150.64389 		m : 14.00088  		v : 233.09249 		Mach : 0.6975    		a : 15.15097  		altitude : 1582.15753		twr : 3.63996   	
	t : 11.89     		Fthrust : 500.0     		Fdrag : 150.80308 		m : 13.99927  		v : 233.24392 		Mach : 0.69797   		a : 15.14245  		altitude : 1584.48921		twr : 3.64037   	
	t : 11.9      		Fthrust : 500.0     		Fdrag : 150.96218 		m : 13.99767  		v : 233.39526 		Mach : 0.69845   		a : 15.13393  		altitude : 1586.8224 		twr : 3.64079   	
	t : 11.91     		Fthrust : 500.0     		Fdrag : 151.12118 		m : 13.99607  		v : 233.54651 		Mach : 0.69892   		a : 15.12542  		altitude : 1589.15711		twr : 3.64121   	
	t : 11.92     		Fthrust : 500.0     		Fdrag : 151.28008 		m : 13.99446  		v : 233.69768 		Mach : 0.69939   		a : 15.11692  		altitude : 1591.49333		twr : 3.64162   	
	t : 11.93     		Fthrust : 500.0     		Fdrag : 151.43889 		m : 13.99286  		v : 233.84876 		Mach : 0.69986   		a : 15.10842  		altitude : 1593.83107		twr : 3.64204   	
	t : 11.94     		Fthrust : 500.0     		Fdrag : 151.59759 		m : 13.99126  		v : 233.99976 		Mach : 0.70033   		a : 15.09992  		altitude : 1596.17031		twr : 3.64246   	
	t : 11.95     		Fthrust : 500.0     		Fdrag : 151.7562  		m : 13.98966  		v : 234.15068 		Mach : 0.7008    		a : 15.09143  		altitude : 1598.51106		twr : 3.64287   	
	t : 11.96     		Fthrust : 500.0     		Fdrag : 151.91471 		m : 13.98805  		v : 234.30151 		Mach : 0.70127   		a : 15.08295  		altitude : 1600.85332		twr : 3.64329   	
	t : 11.97     		Fthrust : 500.0     		Fdrag : 152.07312 		m : 13.98645  		v : 234.45225 		Mach : 0.70174   		a : 15.07447  		altitude : 1603.19709		twr : 3.64371   	
	t : 11.98     		Fthrust : 500.0     		Fdrag : 152.23143 		m : 13.98485  		v : 234.60291 		Mach : 0.70221   		a : 15.06599  		altitude : 1605.54237		twr : 3.64413   	
	t : 11.99     		Fthrust : 500.0     		Fdrag : 152.38964 		m : 13.98325  		v : 234.75349 		Mach : 0.70268   		a : 15.05753  		altitude : 1607.88915		twr : 3.64454   	
	t : 12.0      		Fthrust : 500.0     		Fdrag : 152.54775 		m : 13.98164  		v : 234.90398 		Mach : 0.70315   		a : 15.04906  		altitude : 1610.23743		twr : 3.64496   	
	t : 12.01     		Fthrust : 500.0     		Fdrag : 152.70577 		m : 13.98004  		v : 235.05438 		Mach : 0.70362   		a : 15.0406   		altitude : 1612.58723		twr : 3.64538   	
	t : 12.02     		Fthrust : 500.0     		Fdrag : 152.86368 		m : 13.97844  		v : 235.20471 		Mach : 0.70409   		a : 15.03215  		altitude : 1614.93852		twr : 3.6458    	
	t : 12.03     		Fthrust : 500.0     		Fdrag : 153.02149 		m : 13.97683  		v : 235.35494 		Mach : 0.70456   		a : 15.0237   		altitude : 1617.29132		twr : 3.64622   	
	t : 12.04     		Fthrust : 500.0     		Fdrag : 153.1792  		m : 13.97523  		v : 235.50509 		Mach : 0.70503   		a : 15.01526  		altitude : 1619.64562		twr : 3.64663   	
	t : 12.05     		Fthrust : 500.0     		Fdrag : 153.33681 		m : 13.97363  		v : 235.65516 		Mach : 0.7055    		a : 15.00682  		altitude : 1622.00142		twr : 3.64705   	
	t : 12.06     		Fthrust : 500.0     		Fdrag : 153.49432 		m : 13.97203  		v : 235.80515 		Mach : 0.70597   		a : 14.99839  		altitude : 1624.35872		twr : 3.64747   	
	t : 12.07     		Fthrust : 500.0     		Fdrag : 153.65173 		m : 13.97042  		v : 235.95505 		Mach : 0.70644   		a : 14.98996  		altitude : 1626.71752		twr : 3.64789   	
	t : 12.08     		Fthrust : 500.0     		Fdrag : 153.80904 		m : 13.96882  		v : 236.10486 		Mach : 0.7069    		a : 14.98154  		altitude : 1629.07782		twr : 3.64831   	
	t : 12.09     		Fthrust : 500.0     		Fdrag : 153.96625 		m : 13.96722  		v : 236.25459 		Mach : 0.70737   		a : 14.97312  		altitude : 1631.43962		twr : 3.64873   	
	t : 12.1      		Fthrust : 500.0     		Fdrag : 154.12335 		m : 13.96561  		v : 236.40424 		Mach : 0.70784   		a : 14.96471  		altitude : 1633.80292		twr : 3.64914   	
	t : 12.11     		Fthrust : 500.0     		Fdrag : 154.28036 		m : 13.96401  		v : 236.5538  		Mach : 0.70831   		a : 14.9563   		altitude : 1636.16771		twr : 3.64956   	
	t : 12.12     		Fthrust : 500.0     		Fdrag : 154.43726 		m : 13.96241  		v : 236.70328 		Mach : 0.70877   		a : 14.9479   		altitude : 1638.53399		twr : 3.64998   	
	t : 12.13     		Fthrust : 500.0     		Fdrag : 154.59406 		m : 13.96081  		v : 236.85268 		Mach : 0.70924   		a : 14.93951  		altitude : 1640.90177		twr : 3.6504    	
	t : 12.14     		Fthrust : 500.0     		Fdrag : 154.75075 		m : 13.9592   		v : 237.00199 		Mach : 0.70971   		a : 14.93112  		altitude : 1643.27104		twr : 3.65082   	
	t : 12.15     		Fthrust : 500.0     		Fdrag : 154.90735 		m : 13.9576   		v : 237.15122 		Mach : 0.71017   		a : 14.92273  		altitude : 1645.64181		twr : 3.65124   	
	t : 12.16     		Fthrust : 500.0     		Fdrag : 155.06384 		m : 13.956    		v : 237.30036 		Mach : 0.71064   		a : 14.91435  		altitude : 1648.01407		twr : 3.65166   	
	t : 12.17     		Fthrust : 500.0     		Fdrag : 155.22023 		m : 13.9544   		v : 237.44942 		Mach : 0.71111   		a : 14.90598  		altitude : 1650.38782		twr : 3.65208   	
	t : 12.18     		Fthrust : 500.0     		Fdrag : 155.37651 		m : 13.95279  		v : 237.5984  		Mach : 0.71157   		a : 14.89761  		altitude : 1652.76306		twr : 3.6525    	
	t : 12.19     		Fthrust : 500.0     		Fdrag : 155.5327  		m : 13.95119  		v : 237.74729 		Mach : 0.71204   		a : 14.88925  		altitude : 1655.13978		twr : 3.65292   	
	t : 12.2      		Fthrust : 500.0     		Fdrag : 155.68878 		m : 13.94959  		v : 237.8961  		Mach : 0.7125    		a : 14.88089  		altitude : 1657.518  		twr : 3.65334   	
	t : 12.21     		Fthrust : 500.0     		Fdrag : 155.84475 		m : 13.94798  		v : 238.04482 		Mach : 0.71297   		a : 14.87254  		altitude : 1659.89771		twr : 3.65376   	
	t : 12.22     		Fthrust : 500.0     		Fdrag : 156.00062 		m : 13.94638  		v : 238.19346 		Mach : 0.71343   		a : 14.86419  		altitude : 1662.2789 		twr : 3.65418   	
	t : 12.23     		Fthrust : 500.0     		Fdrag : 156.15639 		m : 13.94478  		v : 238.34202 		Mach : 0.7139    		a : 14.85585  		altitude : 1664.66157		twr : 3.6546    	
	t : 12.24     		Fthrust : 500.0     		Fdrag : 156.31205 		m : 13.94318  		v : 238.4905  		Mach : 0.71436   		a : 14.84752  		altitude : 1667.04574		twr : 3.65502   	
	t : 12.25     		Fthrust : 500.0     		Fdrag : 156.46761 		m : 13.94157  		v : 238.63889 		Mach : 0.71483   		a : 14.83919  		altitude : 1669.43138		twr : 3.65544   	
	t : 12.26     		Fthrust : 500.0     		Fdrag : 156.62306 		m : 13.93997  		v : 238.7872  		Mach : 0.71529   		a : 14.83086  		altitude : 1671.81851		twr : 3.65586   	
	t : 12.27     		Fthrust : 500.0     		Fdrag : 156.77841 		m : 13.93837  		v : 238.93542 		Mach : 0.71576   		a : 14.82254  		altitude : 1674.20713		twr : 3.65628   	
	t : 12.28     		Fthrust : 500.0     		Fdrag : 156.93366 		m : 13.93676  		v : 239.08357 		Mach : 0.71622   		a : 14.81423  		altitude : 1676.59722		twr : 3.6567    	
	t : 12.29     		Fthrust : 500.0     		Fdrag : 157.08879 		m : 13.93516  		v : 239.23162 		Mach : 0.71668   		a : 14.80592  		altitude : 1678.9888 		twr : 3.65712   	
	t : 12.3      		Fthrust : 500.0     		Fdrag : 157.24383 		m : 13.93356  		v : 239.3796  		Mach : 0.71715   		a : 14.79762  		altitude : 1681.38185		twr : 3.65754   	
	t : 12.31     		Fthrust : 500.0     		Fdrag : 157.39875 		m : 13.93196  		v : 239.52749 		Mach : 0.71761   		a : 14.78933  		altitude : 1683.77639		twr : 3.65796   	
	t : 12.32     		Fthrust : 500.0     		Fdrag : 157.55358 		m : 13.93035  		v : 239.6753  		Mach : 0.71807   		a : 14.78104  		altitude : 1686.1724 		twr : 3.65838   	
	t : 12.33     		Fthrust : 500.0     		Fdrag : 157.70829 		m : 13.92875  		v : 239.82303 		Mach : 0.71854   		a : 14.77275  		altitude : 1688.5699 		twr : 3.6588    	
	t : 12.34     		Fthrust : 500.0     		Fdrag : 157.8629  		m : 13.92715  		v : 239.97068 		Mach : 0.719     		a : 14.76447  		altitude : 1690.96886		twr : 3.65922   	
	t : 12.35     		Fthrust : 500.0     		Fdrag : 158.0174  		m : 13.92555  		v : 240.11824 		Mach : 0.71946   		a : 14.7562   		altitude : 1693.36931		twr : 3.65964   	
	t : 12.36     		Fthrust : 500.0     		Fdrag : 158.1718  		m : 13.92394  		v : 240.26572 		Mach : 0.71992   		a : 14.74793  		altitude : 1695.77123		twr : 3.66006   	
	t : 12.37     		Fthrust : 500.0     		Fdrag : 158.32609 		m : 13.92234  		v : 240.41312 		Mach : 0.72038   		a : 14.73967  		altitude : 1698.17462		twr : 3.66049   	
	t : 12.38     		Fthrust : 500.0     		Fdrag : 158.48027 		m : 13.92074  		v : 240.56043 		Mach : 0.72085   		a : 14.73141  		altitude : 1700.57949		twr : 3.66091   	
	t : 12.39     		Fthrust : 500.0     		Fdrag : 158.63435 		m : 13.91913  		v : 240.70766 		Mach : 0.72131   		a : 14.72316  		altitude : 1702.98583		twr : 3.66133   	
	t : 12.4      		Fthrust : 500.0     		Fdrag : 158.78832 		m : 13.91753  		v : 240.85481 		Mach : 0.72177   		a : 14.71492  		altitude : 1705.39364		twr : 3.66175   	
	t : 12.41     		Fthrust : 500.0     		Fdrag : 158.94218 		m : 13.91593  		v : 241.00188 		Mach : 0.72223   		a : 14.70668  		altitude : 1707.80293		twr : 3.66217   	
	t : 12.42     		Fthrust : 500.0     		Fdrag : 159.09593 		m : 13.91433  		v : 241.14886 		Mach : 0.72269   		a : 14.69845  		altitude : 1710.21368		twr : 3.66259   	
	t : 12.43     		Fthrust : 500.0     		Fdrag : 159.24958 		m : 13.91272  		v : 241.29576 		Mach : 0.72315   		a : 14.69022  		altitude : 1712.6259 		twr : 3.66302   	
	t : 12.44     		Fthrust : 500.0     		Fdrag : 159.40312 		m : 13.91112  		v : 241.44258 		Mach : 0.72361   		a : 14.682    		altitude : 1715.0396 		twr : 3.66344   	
	t : 12.45     		Fthrust : 500.0     		Fdrag : 159.55655 		m : 13.90952  		v : 241.58932 		Mach : 0.72407   		a : 14.67379  		altitude : 1717.45475		twr : 3.66386   	
	t : 12.46     		Fthrust : 500.0     		Fdrag : 159.70987 		m : 13.90791  		v : 241.73598 		Mach : 0.72453   		a : 14.66558  		altitude : 1719.87138		twr : 3.66428   	
	t : 12.47     		Fthrust : 500.0     		Fdrag : 159.86308 		m : 13.90631  		v : 241.88255 		Mach : 0.72499   		a : 14.65737  		altitude : 1722.28947		twr : 3.6647    	
	t : 12.48     		Fthrust : 500.0     		Fdrag : 160.01619 		m : 13.90471  		v : 242.02904 		Mach : 0.72545   		a : 14.64918  		altitude : 1724.70903		twr : 3.66513   	
	t : 12.49     		Fthrust : 500.0     		Fdrag : 160.16918 		m : 13.90311  		v : 242.17545 		Mach : 0.72591   		a : 14.64098  		altitude : 1727.13005		twr : 3.66555   	
	t : 12.5      		Fthrust : 500.0     		Fdrag : 160.32207 		m : 13.9015   		v : 242.32178 		Mach : 0.72637   		a : 14.6328   		altitude : 1729.55254		twr : 3.66597   	
	t : 12.51     		Fthrust : 500.0     		Fdrag : 160.47485 		m : 13.8999   		v : 242.46803 		Mach : 0.72683   		a : 14.62462  		altitude : 1731.97649		twr : 3.66639   	
	t : 12.52     		Fthrust : 500.0     		Fdrag : 160.62751 		m : 13.8983   		v : 242.61419 		Mach : 0.72729   		a : 14.61644  		altitude : 1734.4019 		twr : 3.66682   	
	t : 12.53     		Fthrust : 500.0     		Fdrag : 160.78007 		m : 13.8967   		v : 242.76027 		Mach : 0.72775   		a : 14.60828  		altitude : 1736.82877		twr : 3.66724   	
	t : 12.54     		Fthrust : 500.0     		Fdrag : 160.93252 		m : 13.89509  		v : 242.90627 		Mach : 0.72821   		a : 14.60011  		altitude : 1739.25711		twr : 3.66766   	
	t : 12.55     		Fthrust : 500.0     		Fdrag : 161.08486 		m : 13.89349  		v : 243.05219 		Mach : 0.72866   		a : 14.59196  		altitude : 1741.6869 		twr : 3.66809   	
	t : 12.56     		Fthrust : 500.0     		Fdrag : 161.23709 		m : 13.89189  		v : 243.19803 		Mach : 0.72912   		a : 14.58381  		altitude : 1744.11815		twr : 3.66851   	
	t : 12.57     		Fthrust : 500.0     		Fdrag : 161.38921 		m : 13.89028  		v : 243.34379 		Mach : 0.72958   		a : 14.57567  		altitude : 1746.55086		twr : 3.66893   	
	t : 12.58     		Fthrust : 500.0     		Fdrag : 161.54122 		m : 13.88868  		v : 243.48946 		Mach : 0.73004   		a : 14.56753  		altitude : 1748.98502		twr : 3.66936   	
	t : 12.59     		Fthrust : 500.0     		Fdrag : 161.69312 		m : 13.88708  		v : 243.63506 		Mach : 0.73049   		a : 14.5594   		altitude : 1751.42065		twr : 3.66978   	
	t : 12.6      		Fthrust : 500.0     		Fdrag : 161.8449  		m : 13.88548  		v : 243.78057 		Mach : 0.73095   		a : 14.55127  		altitude : 1753.85773		twr : 3.6702    	
	t : 12.61     		Fthrust : 500.0     		Fdrag : 161.99658 		m : 13.88387  		v : 243.926   		Mach : 0.73141   		a : 14.54315  		altitude : 1756.29626		twr : 3.67063   	
